location_resolved,display_date,title,harga,Merek,Model,Varian,Tahun,Jarak tempuh,Tipe bahan bakar,Warna,Transmisi,Tipe bodi,Kapasitas mesin,Tipe Penjual,Nama Bursa Mobil
Pundong,2022-11-29T09:45:17+0000,Toyota Rush 2009 S AT bensin,117500000.0,Toyota,Rush,1.5 S Bensin-AT,2009,195.000-200.000,Bensin,Silver,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-11-29T04:01:51+0000,innova reborn g 2.0 manual,249000000.0,Toyota,Kijang Innova,2.0 G Bensin-MT,2017,135.000-140.000,Bensin,Putih,Manual,MPV,>1.500 - 2.000 cc,Individu,
Sedayu,2022-11-28T12:26:04+0000,Toyota Yaris 2010,111999999.0,Toyota,Yaris,1.5 E Bensin,2010,95.000-100.000,Bensin,Silver,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-11-28T01:46:09+0000,Toyota Avanza Veloz 1.5 Matic 2018 // BISA KREDIT!!,175000000.0,Toyota,Avanza,1.5 Veloz Bensin,2018,60.000-65.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-11-27T16:34:11+0000,Innova 2.0 G Bensin AT 2005 upgrade 2009,102000000.0,Toyota,Kijang Innova,2.0 G Bensin,2005,115.000-120.000,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Bantul,2022-11-27T12:39:19+0000,Agya trd sportivo th2019 ab kota ori,128500000.0,Toyota,Agya,1.2 G TRD Sportivo Bensin,2019,55.000-60.000,Bensin,Abu-abu,Manual,Hatchback,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Banguntapan,2022-11-26T19:00:07+0000,(DP 5 Jt) Raize 1.0 GR Sport Turbo CVT 2021,238000000.0,Toyota,Raize,1.0 T GR SPORT One Tone Bensin,2021,5.000-10.000,Bensin,Abu-abu,Automatic Triptonic,SUV,<1.000 cc,Diler,
Banguntapan,2022-11-26T03:05:11+0000,Toyota Voxy 2.0 Matic 2017 // BISA KREDIT!!,355000000.0,Toyota,Voxy,2.0 Bensin,2017,45.000-50.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Banguntapan,2022-11-26T01:54:01+0000,Toyota Innova Luxury 2.5G Dsl Matic 2011 // BISA KREDIT!!,179000000.0,Toyota,Kijang Innova,2.5 G Solar,2011,115.000-120.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Pleret,2022-11-25T11:08:29+0000,Avansa g asli ab tangan pertama,180000000.0,Toyota,Avanza,1.3 G Bensin,2019,65.000-70.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Individu,
Pleret,2022-11-25T05:45:12+0000,Inova G manual km asli 52ribu,218000000.0,Toyota,Kijang Innova,2.0 G Bensin,2015,45.000-50.000,Bensin,Hitam,Manual,MPV,>1.500 - 2.000 cc,Individu,
Pleret,2022-11-25T05:38:15+0000,Inova G diesel km asli 14ribu,360000000.0,Toyota,Kijang Innova,2.4 G Solar,2020,10.000-15.000,Diesel,Abu-abu,Manual,MPV,>2.000 - 3.000 cc,Individu,
Pleret,2022-11-25T02:57:39+0000,Avansa G manual km asli 5ribu,212000000.0,Toyota,Avanza,1.3 G Bensin,2021,0-5.000,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-11-24T07:09:05+0000,New Veloz type Q non TSS matic,279000000.0,Toyota,Avanza,1.5 New Veloz Q CVT Bensin-AT,2021,5.000-10.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Bantul,2022-11-23T12:06:46+0000,Rebond G 2018 km 8rb,285000000.0,Toyota,Kijang Innova,2.0 G Bensin,2018,5.000-10.000,Bensin,Hitam,Manual,Minibus,>1.500 - 2.000 cc,Individu,
Jetis,2022-11-23T06:17:03+0000,Avanza 2009 AB pajak panjang orisinil istimewa Bs TT Kredit,99000000.0,Toyota,Avanza,1.3 E Bensin,2009,115.000-120.000,Bensin,Hitam,Manual,SUV,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-11-23T05:18:42+0000,Toyota Raize Turbo GR SPORT Two Tone Matic 2022,255000000.0,Toyota,Raize,1.0 T GR SPORT Two Tone Bensin,2021,5.000-10.000,Bensin,Biru,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Pengasih,2022-12-07T07:20:51+0000,Starlet Kotak 1989,26000000.0,Toyota,Starlet,1.0 Bensin-MT,1989,200.000-205.000,Bensin,Biru,Manual,Hatchback,<1.000 cc,Individu,
Wates,2022-12-04T07:45:10+0000,toyota calya G 2019 istimewa exs dokter,128500000.0,Toyota,Calya,1.2 G Bensin-MT,2019,50.000-55.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,,
Wates,2022-12-03T14:21:33+0000,Toyota Rush 2007 1.5 S Bensin,122500000.0,Toyota,Rush,1.5 S Bensin-MT,2007,175.000-180.000,Bensin,Hitam,Manual,,,Individu,
Wates,2022-12-01T02:37:45+0000,[VIP Dealer] ( DP 59 Jt ) Toyota Innova Venturer 2.4 Diesel At 2018,399000000.0,Toyota,Kijang Innova,2.4 Venturer Solar-AT,2018,45.000-50.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Wates,2022-12-01T02:34:16+0000,( DP 43 JT )  Toyota Raize 1.0Turbo GR SPORT Two Tone Matic 2021,245000000.0,Toyota,Raize,mobil-bekas-toyota-raize-1.0-t-gr-sport-two-tone-bensin,2021,10.000-15.000,Bensin,Merah,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Wates,2022-11-29T08:23:02+0000,[Dp 33 Jt] Toyota Innova 2.5 G Matic 2011 // Mobil Siap Pakai,179000000.0,Toyota,Kijang Innova,2.5 G Solar-AT,2011,110.000-115.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Wates,2022-11-29T07:39:22+0000,Toyota All New Veloz 1.5 Q TSS CVT Matic 2022 // Masih Gress,285000000.0,Toyota,Avanza,1.5 New Veloz Q CVT TSS Bensin-AT,2022,0-5.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Wates,2022-11-29T07:31:11+0000,[Dp 50 Jt] Toyota Voxy 2.0 At 2017 // Mobil Simpanan,355000000.0,Toyota,Voxy,2.0 Bensin-AT,2017,45.000-50.000,Bensin,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Wates,2022-11-29T04:11:02+0000,Toyota Great Corolla 1.6 AE Manual 1993 // Mobil Siap Pakai,69500000.0,Toyota,Great Corolla,1.6 Bensin-MT,1993,180.000-185.000,Bensin,Putih,Manual,Sedan,>1.500 - 2.000 cc,Diler,
Wates,2022-11-29T04:05:59+0000,[Dp 25 Jt] Toyota Avanza Veloz 1.5 Matic 2021 // Mobil Siap Pakai,205000000.0,Toyota,Avanza,1.5 Veloz Bensin-AT,2021,15.000-20.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Wates,2022-11-29T03:46:00+0000,[Dp 40 Jt] Toyota RUSH TRD Sportivo At 2021 // Mobil Siap Pakai,240000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,10.000-15.000,Bensin,Hitam,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Wates,2022-11-29T03:20:58+0000,[Dp 41 Jt] Toyota Innova Reborn 2.4 G At 2021 // Mobil Siap Pakai,378000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2021,15.000-20.000,Diesel,Abu-abu,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Wates,2022-11-28T16:56:28+0000,Dijual Great corolla 1.6 SEG 1994,47000000.0,Toyota,Great Corolla,1.6 Bensin-MT,1994,195.000-200.000,Bensin,Silver,Manual,Sedan,>1.500 - 2.000 cc,Individu,Carsentro Yogyakarta
Wates,2022-11-26T02:19:55+0000,Toyota Rush 2007 1.5 S Bensin,122500000.0,Toyota,Rush,1.5 S Bensin,2007,175.000-180.000,Bensin,Hitam,Manual,,,Individu,
Wates,2022-11-23T14:24:21+0000,Toyota Corolla 1995 Hybrid,53000000.0,Toyota,Corolla,1.0 Bensin,1995,115.000-120.000,Hybrid,Hitam,Manual,,,Individu,
Sentolo,2022-11-29T07:20:48+0000,[Dp 28 Jt] Toyota Innova 2.0V Matic 2012 // Mobil Siap Pakai,173000000.0,Toyota,Kijang Innova,2.0 V Bensin-AT,2012,90.000-95.000,Bensin,Putih,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Lendah,2022-11-28T12:24:06+0000,Toyota rush g 2007 manual,112500000.0,Toyota,Rush,1.5 G Bensin,2007,105.000-110.000,Bensin,Silver,Manual,SUV,,,
Kokap,2022-11-21T23:50:04+0000,Grand Avanza G 2015,145000000.0,Toyota,Avanza,1.3 G Bensin,2015,100.000-105.000,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Individu,Carsentro Yogyakarta
Bagelen,2022-12-22T05:55:59+0000,"[OLX Autos] Toyota Yaris 2015 1.5 G Solar A/T Merah, #Dwi Jaya M",149000000.0,Toyota,Yaris,1.5 G Bensin-AT,2015,40.000-45.000,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Purwodadi,2022-12-22T02:34:37+0000,[OLX AUTOS] Toyota Calya 1.2 G Bensin Automatic-2018 Silver,127000000.0,Toyota,Calya,1.2 G Bensin-AT,2018,60.000-65.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,,
Bagelen,2022-12-20T06:30:02+0000,"[OLX Autos] Toyota Rush 2019 1.5 TRD Sportivo Bensin A/T Hitam, #Dwi J",211000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2019,30.000-35.000,Bensin,Hitam,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Bagelen,2022-12-19T10:14:14+0000,"[OLX Autos] Toyota Kijang Innova 2016 2.o G Bensin A/T Putih, #Dwi Jay",230000000.0,Toyota,Kijang Innova,kijang-innova-2.0-g-bensin,2016,100.000-105.000,Bensin,Putih,Manual,MPV,>1.500 - 2.000 cc,Individu,
Purwodadi,2022-12-01T03:16:54+0000,TOYOTA KIJANG INNOVA G AT MATIC 2011,179000000.0,Toyota,Kijang Innova,kijang-innova-2.5-g-solar,2011,115.000-120.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Girimulyo,2022-12-08T04:34:18+0000,Toyota Kijang Innova 2013 Diesel,213000000.0,Toyota,Kijang Innova,2.5 G Solar-MT,2013,135.000-140.000,Diesel,Hitam,Manual,,,Individu,
Sanden,2022-12-04T04:10:22+0000,Avanza Veloz 2018,172500000.0,Toyota,Avanza,1.3 Veloz Bensin-MT,2018,55.000-60.000,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Individu,
Srandakan,2022-12-03T20:24:31+0000,New Camry 2.4G matic,67500000.0,Toyota,Camry,"2,5 G-AT",2002,200.000-205.000,Bensin,Silver,Automatic,Sedan,>2.000 - 3.000 cc,Individu,
Moyudan,2022-12-03T06:26:19+0000,Avanza 2014 manual plat AA dp 11jt,115000000.0,Toyota,Avanza,1.3 E Bensin-MT,2014,100.000-105.000,Bensin,Merah,Manual,Minibus,>1.000 - 1.500 cc,,
Sanden,2022-12-01T07:31:02+0000,Toyota Rush TRD Sportivo 2018 Bantul,229000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-MT,2018,60.000-65.000,Bensin,Hitam,Manual,SUV,>1.500 - 2.000 cc,Individu,
Purwodadi,2022-12-01T06:34:38+0000,TOYOTA KIJANG INNOVA REBORN G AT MATIC 2017,310000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2017,60.000-65.000,Diesel,Abu-abu,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Purwodadi,2022-12-01T03:13:53+0000,[DP 12 JUTA] TOYOTA AVANZA VELOZ AT MATIC 2021,205000000.0,Toyota,Avanza,1.5 Veloz Bensin-AT,2021,15.000-20.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Purwodadi,2022-12-01T02:55:06+0000,TOYOTA AVANZA VELOZ AT MATIC 2018,175000000.0,Toyota,Avanza,avanza-1.5-veloz-bensin,2018,60.000-65.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Srandakan,2022-11-25T12:08:08+0000,Kijang Diesel LSX Solar Klangenan,85000000.0,Toyota,Kijang,2.4 LSX Solar-MT,1997,>300.000,Diesel,Abu-abu,Manual,Minibus,>2.000 - 3.000 cc,Individu,
Purworejo,2022-12-20T04:51:00+0000,( DP 29Jt) Toyota Nav1 2.0 V Limited Matic 2016,219000000.0,Toyota,Nav1,2.0 V Limited Bensin-AT,2016,70.000-75.000,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Magelang Selatan,2022-12-22T08:43:11+0000,DP 12JT TOYOTA CALYA G 2017 MATIC / NEW CALYA AUTOMATIC,117000000.0,Toyota,Calya,1.2 G Bensin-AT,2017,55.000-60.000,Bensin,Putih,Automatic,Minibus,>1.000 - 1.500 cc,Individu,
Magelang Utara,2022-12-22T07:50:40+0000,Toyota innova 2.4 G 2022 AT km 5rb like new,435000000.0,Toyota,Kijang Innova,2.4 G Solar-AT,2022,0-5.000,Diesel,Hitam,Automatic,Minibus,>2.000 - 3.000 cc,,
Magelang Tengah,2022-12-22T07:41:25+0000,[KONDISI ISTIMEWA] Toyota Raize GR Sport a/t 2022 Putih,225000000.0,Toyota,Raize,mobil-bekas-toyota-raize-1.0-turbo-gr-sport-bensin,2021,10.000-15.000,Bensin,Putih,Automatic Triptonic,,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T07:41:12+0000,[DP MULAI 25 JUTA] Toyota Innova 2.0 G Bensin m/t 2016 Putih,230000000.0,Toyota,Kijang Innova,kijang-innova-2.0-g-bensin,2016,100.000-105.000,Bensin,Putih,Manual,MPV,>1.500 - 2.000 cc,Individu,
Magelang Tengah,2022-12-22T07:40:59+0000,Innova G Diesel 2.4 a/t 2017,294000000.0,Toyota,Kijang Innova,kijang-innova-2.4-g-solar,2017,125.000-130.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Klaten Utara,2022-12-22T07:40:39+0000,[PLAT AD KLATEN] Yaris TRD Sportivo m/t 2012 Silver,121000000.0,Toyota,Yaris,toyota-yaris-67596-trd-sportivo,2012,85.000-90.000,Bensin,Silver,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T07:40:37+0000,[TIPE MANUAL] Yaris TRD Sportivo m/t 2012,121000000.0,Toyota,Yaris,toyota-yaris-67596-trd-sportivo,2012,85.000-90.000,Bensin,Silver,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T07:40:26+0000,[OLXAutos] Toyota Yaris 1.5 G a/t 2015 Merah,149000000.0,Toyota,Yaris,toyota-yaris-67592-g,2015,40.000-45.000,Bensin,Merah,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T07:40:04+0000,[DP HANYA 26 JUTA] Toyota Camry 2.5 V Bensin a/t 2014 Hitam,221000000.0,Toyota,Camry,2.5 V Bensin-AT,2014,55.000-60.000,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,Individu,
Magelang Tengah,2022-12-22T07:39:23+0000,[OLXAutos] Toyota Rush 1.5 TRD Sportivo a/t 2019 Hitam,211000000.0,Toyota,Rush,1.5 S Bensin-AT,2019,30.000-35.000,Bensin,Hitam,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Kalikotes,2022-12-22T07:34:04+0000,Toyota Corona 1989 Listrik,29500000.0,Toyota,Corona,1.6 Bensin-MT,1989,175.000-180.000,Listrik,Hijau,Manual,,,Individu,
Klaten Utara,2022-12-22T06:01:00+0000,Dp 12JT TOYOTA CALYA G 2017 MATIC / NEW CALYA AUTOMATIC,117000000.0,Toyota,Calya,1.2 G Bensin-AT,2017,60.000-65.000,Bensin,Putih,Automatic,Minibus,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-22T05:49:05+0000,[OLX Autos] Toyota Kijang Innova 2017 2.4 G Solar A/T Putih #Rakjat Au,310000000.0,Toyota,Kijang Innova,kijang-innova-2.4-q-solar,2017,85.000-90.000,Diesel,Putih,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Klaten Selatan,2022-12-22T05:48:52+0000,[OLX Autos] Toyota Kijang Innova 2012 2.0 G Bensin A/T Abu-Abu #Rakjat,165000000.0,Toyota,Kijang Innova,2.0 G Bensin,2012,125.000-130.000,Bensin,Abu-abu,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Klaten Tengah,2022-12-20T04:15:09+0000,[DP MULAI 29 JUTA] Toyota Raize GR Sport a/t 2022,225000000.0,Toyota,Raize,mobil-bekas-toyota-raize-1.0-turbo-gr-sport-bensin,2022,10.000-15.000,Bensin,Putih,Automatic Triptonic,SUV,>1.000 - 1.500 cc,Individu,
Magelang Selatan,2022-12-22T05:18:19+0000,[OLX Autos] Toyota Fortuner 2021 2.4 4x2 VRZ TRD Solar A/T Putih #Otod,540000000.0,Toyota,Fortuner,fortuner-2.4-4x2-vrz-trd-solar,2021,25.000-30.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Magelang Selatan,2022-12-22T05:18:04+0000,[OLX Autos] Toyota Raize 2021 1.0 T GR SPORT TSS Two Tone Bensin A/T S,258000000.0,Toyota,Raize,mobil-bekas-toyota-raize-1.0-t-gr-sport-tss-two-tone-bensin,2021,25.000-30.000,Bensin,Silver,Automatic,SUV,<1.000 cc,Individu,
Loano,2022-12-22T05:17:44+0000,[OLX Autos] Toyota Alphard 2013 2.4 Bensin A/T Putih #Otodhemes,398000000.0,Toyota,Alphard,2.4 Bensin-AT,2013,105.000-110.000,Bensin,Putih,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Klaten Tengah,2022-12-22T05:18:02+0000,[OLX Autos]  Toyota Kijang Innova 2012 2.0 G Bensin A/T Silver #Otodhe,164000000.0,Toyota,Kijang Innova,kijang-innova-2.0-g-bensin,2012,105.000-110.000,Bensin,Silver,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Pakis,2022-12-22T05:18:01+0000,[OLX Autos]  Toyota Kijang Innova 2012 2.0 G Bensin A/T Silver #Otodhe,164000000.0,Toyota,Kijang Innova,kijang-innova-2.0-g-bensin,2012,105.000-110.000,Bensin,Silver,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Klaten Selatan,2022-12-22T05:17:58+0000,[OLX Autos] Toyota Alphard 2012 2.5 G Bensin A/T Putih #Otodhemes,365000000.0,Toyota,Alphard,2.5 G Bensin-AT,2012,75.000-80.000,Bensin,Putih,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Bruno,2022-12-22T05:17:56+0000,[OLX Autos] Toyota Alphard 2012 2.5 G Bensin A/T Putih #Otodhemes,365000000.0,Toyota,Alphard,2.4 G Bensin-AT,2012,75.000-80.000,Bensin,Putih,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Pituruh,2022-12-22T05:17:37+0000,[OLX Autos] Toyota Vellfire 2018 2.5 G Bensin A/T Hitam #Otodhemes,890000000.0,Toyota,Vellfire,2.5 G Bensin-AT,2018,15.000-20.000,Bensin,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Individu,
Magelang Tengah,2022-12-22T04:06:11+0000,Fortuner VRZ 2019 TRD S 2.4 Diesel Matic,478000000.0,Toyota,Fortuner,2.4 VRZ Solar,2019,85.000-90.000,Diesel,Hitam,Automatic,,,Diler,
Magelang Tengah,2022-12-22T04:05:22+0000,Fortuner VRZ 2017 2.4 Diesel Matic,379000000.0,Toyota,Fortuner,2.4 VRZ Solar,2017,65.000-70.000,Diesel,Putih,Automatic,,,Diler,
Magelang Utara,2022-12-22T03:40:19+0000,Toyota yaris 1.5 S TRD heykers 2017 AT tgn 1 km 28rb,210000000.0,Toyota,Yaris,toyota-yaris-67597-trd-sportivo-heykers,2017,20.000-25.000,Bensin,Merah,Automatic Triptonic,Compact & City Car,>1.000 - 1.500 cc,,
Magelang Tengah,2022-12-22T02:54:18+0000,[OLX AUTOS] Toyota Rush 1.5 S Bensin Automatic-2021 Putih,236000000.0,Toyota,Rush,toyota-rush-67563-s,2021,25.000-30.000,Bensin,Putih,Automatic,MPV,>1.500 - 2.000 cc,,
Magelang Utara,2022-12-22T03:39:11+0000,Toyota Raize 1.0 G Turbo 2021 MT tgn 1 like new,219000000.0,Toyota,Raize,mobil-bekas-toyota-raize-1.0-turbo-g-bensin,2021,0-5.000,Bensin,Hitam,Manual,Compact & City Car,<1.000 cc,,
Magelang Tengah,2022-12-22T03:11:31+0000,Avanza 2017 G 1.3 Manual,159000000.0,Toyota,Avanza,1.3 G Bensin-MT,2017,85.000-90.000,Bensin,Hitam,Manual,,,Diler,
Magelang Tengah,2022-12-22T03:11:21+0000,Calya 2018 G 1.2 Manual,124000000.0,Toyota,Calya,1.2 G Bensin-MT,2018,40.000-45.000,Bensin,Hitam,Manual,,,Diler,
Klaten Utara,2022-12-22T02:09:48+0000,Jual Avanza E up G 2015 barong,133500000.0,Toyota,Avanza,1.3 G Bensin-MT,2015,85.000-90.000,Bensin,Hitam,Manual,Hatchback,>1.000 - 1.500 cc,Individu,
Tempuran,2022-12-22T01:31:23+0000,Dijual kijang innova 2009,135000000.0,Toyota,Kijang Innova,2.0 G Bensin-MT,2009,185.000-190.000,Bensin,Hitam,Manual,MPV,>1.500 - 2.000 cc,Individu,
Kutoarjo,2022-12-21T13:46:32+0000,Avanza g 2006 vvti,91000000.0,Toyota,Avanza,1.3 G Bensin-MT,2006,170.000-175.000,Bensin,Hijau,Manual,MPV,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-12-21T13:11:24+0000,[TDP38JT]Toyota Innova 2.4 V Metik Diesel 2017,335000000.0,Toyota,Kijang Innova,2.5 V Solar-AT,2017,110.000-115.000,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Magelang Utara,2022-12-21T13:11:19+0000,[TDP35JT]Toyota Fortuner 2.5 TRD Metik Diesel 2011,225000000.0,Toyota,Fortuner,2.5 G TRD Solar-AT,2011,145.000-150.000,Diesel,Putih,Automatic,Jeep,>2.000 - 3.000 cc,Diler,
Kemiri,2022-12-21T12:47:35+0000,Avanza g 20006 vvti,91000000.0,Toyota,Avanza,1.3 G Bensin-MT,2006,170.000-175.000,Bensin,Hijau,Manual,MPV,>1.000 - 1.500 cc,,
Kutoarjo,2022-12-05T16:58:39+0000,(TDP 18 Jt) All New Fortuner VRZ AT 2016,375000000.0,Toyota,Fortuner,2.4 4x2 VRZ Solar-AT,2016,70.000-75.000,Listrik,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Mertoyudan,2022-12-21T10:02:08+0000,( DP 5jt) Yaris TRD Sportivo Manual 2019,210000000.0,Toyota,Yaris,1.5 TRD Sportivo Bensin-MT,2019,15.000-20.000,Bensin,Hitam,Manual,,,,
Klaten Tengah,2022-12-21T09:15:20+0000,DP20jt Sienta V Manual 2017 Termurah,165000000.0,Toyota,Sienta,1.5 V Bensin-MT,2017,35.000-40.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Diler,
Magelang Tengah,2022-12-21T05:47:22+0000,[OLX AUTOS] Toyota Yaris 1.5 S Bensin-MT Manual-2011 Putih,113000000.0,Toyota,Yaris,1.5 S Bensin-MT,2011,135.000-140.000,Bensin,Putih,Manual,Hatchback,>1.000 - 1.500 cc,,
Prambanan,2022-12-03T05:05:43+0000,Toyota Agya TRD Matic 2018 Pajak Baru,125000000.0,Toyota,Agya,1.2 TRD Sportivo Bensin-AT,2018,70.000-75.000,Bensin,Putih,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Kalikotes,2022-12-21T06:14:35+0000,Toyota Corona 1989,29500000.0,Toyota,Corona,1.6 Bensin-MT,1989,175.000-180.000,Listrik,Hijau,Manual,Sedan,>1.500 - 2.000 cc,Individu,
Prambanan,2022-12-20T18:32:55+0000,KJG grand jantan th 95 AC PS PW 6 Speed,38500000.0,Toyota,Kijang,1.5 Bensin-MT,1995,40.000-45.000,Bensin,Hijau,Manual,Jeep,>1.000 - 1.500 cc,Individu,Carsentro Solo
Magelang Utara,2022-12-09T04:01:39+0000,Toyota Fortuner 2.5 G VNT 2014 Turbo Diesel an Sendiri pakai pribadi,275000000.0,Toyota,Fortuner,fortuner-2.5-g-turbo-solar,2014,125.000-130.000,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Prambanan,2022-12-20T14:54:26+0000,toyota rush gr matic tahun 2021,277000000.0,Toyota,Rush,1.5 S GR Sport Bensin-AT,2021,0-5.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Magelang Tengah,2022-12-17T02:59:02+0000,Fortuner VRZ 2017 AT Dp9JT,379000000.0,Toyota,Fortuner,2.4 4x2 VRZ Solar,2017,80.000-85.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Klaten Tengah,2022-12-20T06:18:31+0000,"[OLX Autos] Toyota Sienta 2018 1.5 G Bensin A/T Oranye, #Dwi Jaya Mobi",168000000.0,Toyota,Sienta,1.5 G Bensin-AT,2018,50.000-55.000,Bensin,Oranye,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Prambanan,2022-12-20T05:39:47+0000,Toyota Camry 2.4 V Matic 2008 // BISA KREDIT!!,118000000.0,Toyota,Camry,2.4 V Bensin-AT,2008,115.000-120.000,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,Individu,
Magelang Tengah,2022-12-20T05:38:50+0000,VIOS 2017 G 1.5 Manual,138000000.0,Toyota,Vios,1.5 G Bensin,2017,90.000-95.000,Bensin,Hitam,Manual,,,Diler,
Purworejo,2022-12-20T05:02:54+0000,"[OLX Autos] Toyota Camry 2014 2.4 V Bensin A/T Hitam, #Dwi Jaya Mobil",221000000.0,Toyota,Camry,2.4 V Bensin-AT,2014,55.000-60.000,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,Individu,
Secang,2022-11-21T04:23:57+0000,Toyota Fortuner 2009  Diesel,198000000.0,Toyota,Fortuner,2.5 G Turbo Solar-AT,2009,135.000-140.000,Diesel,Silver,Automatic,,,Individu,
Purworejo,2022-12-20T04:58:05+0000,( DP 50 Jt ) Toyota Voxy 2.0 Matic 2017,355000000.0,Toyota,Voxy,2.0 Bensin-AT,2017,50.000-55.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Purworejo,2022-12-20T04:57:03+0000,( Dp 40JT ) RUSH TRD SPORTIVO AT 2021,240000000.0,Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,5.000-10.000,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Purworejo,2022-12-20T04:21:37+0000,( Dp 44Jt ) Toyota Kijang Innova Reborn 2.0 G AT 2019,289000000.0,Toyota,Kijang Innova,kijang-innova-2.0-g-bensin,2019,50.000-55.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Purworejo,2022-12-20T03:57:41+0000,( Dp 22Jt ) Toyota Vios G Matic 2016,152000000.0,Toyota,Vios,1.5 G Bensin-AT,2016,75.000-80.000,Bensin,Hitam,Automatic,Sedan,>1.000 - 1.500 cc,Individu,
